iter	Passed	Remaining
474	11803	621
475	11838	596
476	11896	573
477	11942	549
478	11975	525
479	12004	500
480	12036	475
481	12069	450
482	12100	425
483	12128	400
484	12154	375
485	12179	350
486	12209	325
487	12232	300
488	12256	275
489	12281	250
490	12303	225
491	12328	200
492	12353	175
493	12373	150
494	12395	125
495	12417	100
496	12438	75
497	12460	50
498	12485	25
499	12506	0
